taxi_id,n_points,duration_min,total_dist_km,mean_speed_kmh,std_speed_kmh,max_speed_kmh,mean_accel,std_accel,max_abs_accel,mean_heading_change,std_heading_change,max_heading_change,tortuosity,pct_high_speed,anomaly_score,is_anomaly
10029,1719.0,8879.75,1254.3273258421123,8.58890891462862,15.222891531685276,98.71819396463458,0.0004553537738868542,0.023774438312728935,0.8390000670420488,86.65927833942071,57.75275517900759,180.0,57.0109361964558,0.015125072716695753,-0.17282094675750725,False
10032,709.0,8868.283333333333,673.8022948898324,17.994742097775408,16.05623071232537,76.05732982513827,0.06418357669339099,0.5584092431680335,5.902462326861751,58.44138088657465,56.027667162297725,179.8516006205224,349.14149929307615,0.014104372355430184,-0.05645589711215432,False
10287,3308.0,8882.883333333333,926.7626924854643,4.856317140154258,12.31652483887189,86.2098671318427,0.002555855882736867,0.09524417114155387,2.469830695083845,17.160007677674024,40.519680829607836,180.0,160.0806245682461,0.008162031438935914,-0.0717542314302308,False
1081,2365.0,8861.933333333332,3993.3289317076014,17.303920805701573,14.415867685646823,95.0600254088072,-0.030922321761324492,0.47582090709494873,8.065681627610106,54.315936606411206,51.55896136297612,180.0,91.1945468948364,0.02029598308668076,-0.1183578798019791,False
1114,1573.0,8880.633333333333,996.6404574350775,11.459902860105109,17.64893989437714,103.33712082037331,0.011326620005608804,0.2401236964363065,5.997609970347839,29.367637319180854,45.53598370005805,180.0,10.722241207379188,0.030514939605848695,-0.11451502802114727,False
1164,1191.0,8863.516666666666,1011.7182792282889,17.566735839733038,17.99417841614289,89.57488147301244,0.012938118247010343,0.1384595497838126,1.762027717686598,41.47322382881954,51.19161405503972,180.0,32.8797621470576,0.02518891687657431,-0.1761914754697339,False
1207,1790.0,8875.383333333333,3720.766982416976,4.771190621621452,11.209143122404404,116.7831830462859,-0.0036595988379083968,0.21031700922706184,7.987974727480682,52.6824380986296,59.72239798110809,180.0,1003.3169541588469,0.00558659217877095,-0.1323581237519325,False
1318,1697.0,8881.816666666668,2567.165868832658,4.754102182789809,13.050102194476002,119.94208475695214,0.0055911131404948015,0.2803077884383975,8.824856514756966,84.22405389843362,59.950062458824355,180.0,50.8924017319738,0.013553329404832056,-0.1124700652132013,False
1441,1635.0,8878.95,1265.48772844571,8.864682036911695,13.639708032173624,85.13507934260981,0.00011802758129428655,0.01014102163440706,0.06017656918809538,62.87010847206766,59.25520716883198,180.0,15.76166855038445,0.00856269113149847,-0.17429157417732288,False
1487,1020.0,8702.816666666668,807.3082731246832,14.272214318895733,18.519763350812244,107.99481425210637,0.011480051172490933,0.11251150699471439,1.0199334399558564,42.43968629307132,53.770580020733405,179.90988403229073,13.82939314235904,0.03235294117647059,-0.14951316144771798,False
